#Province id 0 is ignored, hard coded.
0;0;0;0;;x;;;;;;;;;;;;;;;;;,
1;255;163;51;b_us_me_skowhegan;x;;;;;;;;;;;;;;;;;;;,
2;250;172;35;b_us_me_dover_foxcroft;x;;;;;;;;;;;;;;;;;;;,
3;231;176;35;b_us_me_caratunk;x;;;;;;;;;;;;;;;;;;;,
4;246;168;31;b_us_me_jackman;x;;;;;;;;;;;;;;;;;;;,
5;222;124;130;b_ar_21_rosario;x;;;;;;;;;;;;;;;;;;;,
6;251;146;188;b_ar_21_mugueta;x;;;;;;;;;;;;;;;;;;;,
7;255;144;166;b_ar_21_capit_n_berm_dez;x;;;;;;;;;;;;;;;;;;;,
8;236;136;178;b_ar_01_san_nicol_s_de_los_arroyos;x;;;;;;;;;;;;;;;;;;;,
9;235;104;113;b_us_tx_big_spring;x;;;;;;;;;;;;;;;;;;;,
10;253;102;53;b_us_tx_andrews;x;;;;;;;;;;;;;;;;;;;,
11;255;99;115;b_us_nm_hobbs;x;;;;;;;;;;;;;;;;;;;,
12;255;96;77;b_us_tx_lamesa;x;;;;;;;;;;;;;;;;;;;,
13;237;78;84;Ik’ Naahb’ Nal;x;;;;;;;;;;;;;;;;;;;,
14;251;197;236;Oxwitik;x;;;;;;;;;;;;;;;;;;;,
15;255;190;229;Tenampua;x;;;;;;;;;;;;;;;;;;;,
16;227;183;197;Chalchuapa;x;;;;;;;;;;;;;;;;;;;,
17;218;100;68;b_us_tx_plainview;x;;;;;;;;;;;;;;;;;;;,
18;237;101;71;b_us_tx_dimmitt;x;;;;;;;;;;;;;;;;;;;,
19;247;84;95;Cara Sucia;x;;;;;;;;;;;;;;;;;;;,
20;255;58;115;b_us_tx_floydada;x;;;;;;;;;;;;;;;;;;;,
21;255;244;173;b_us_ak_metlakatla;x;;;;;;;;;;;;;;;;;;;,
22;221;210;158;b_us_ak_ketchikan;x;;;;;;;;;;;;;;;;;;;,
23;223;196;186;Finca Arizona;x;;;;;;;;;;;;;;;;;;;,
24;247;226;169;Monte Alto;x;;;;;;;;;;;;;;;;;;;,
25;240;213;191;Palin;x;;;;;;;;;;;;;;;;;;;,
26;234;194;127;B'oko';x;;;;;;;;;;;;;;;;;;;,
27;237;177;113;Izapa;x;;;;;;;;;;;;;;;;;;;,
28;255;171;110;Malacatan;x;;;;;;;;;;;;;;;;;;;,
29;219;184;89;Palo Gordo;x;;;;;;;;;;;;;;;;;;;,
30;255;122;188;b_ca_bc_vidette;x;;;;;;;;;;;;;;;;;;;,
31;255;180;201;b_ca_bc_logan_lake;x;;;;;;;;;;;;;;;;;;;,
32;255;146;225;b_ca_bc_chase;x;;;;;;;;;;;;;;;;;;;,
33;234;128;198;b_ca_bc_kamloops;x;;;;;;;;;;;;;;;;;;;,
34;255;255;67;b_mx_31_kanas_n;x;;;;;;;;;;;;;;;;;;;,
35;255;240;55;b_mx_31_sey_;x;;;;;;;;;;;;;;;;;;;,
36;222;204;92;b_mx_31_izamal;x;;;;;;;;;;;;;;;;;;;,
37;225;116;148;b_us_tx_shamrock;x;;;;;;;;;;;;;;;;;;;,
38;224;98;155;b_us_tx_clarendon;x;;;;;;;;;;;;;;;;;;;,
39;244;131;103;b_us_tx_canadian;x;;;;;;;;;;;;;;;;;;;,
40;226;153;80;Chakanputun;x;;;;;;;;;;;;;;;;;;;,
41;255;128;54;Xcalumkin;x;;;;;;;;;;;;;;;;;;;,
42;255;0;213;Jaina;x;;;;;;;;;;;;;;;;;;;,
43;253;34;187;Labna;x;;;;;;;;;;;;;;;;;;;,
44;236;34;189;b_us_ak_cube_cove;x;;;;;;;;;;;;;;;;;;;,
45;208;226;162;b_mx_23_tihosuco;x;;;;;;;;;;;;;;;;;;;,
46;228;224;150;b_mx_23_chun_yah;x;;;;;;;;;;;;;;;;;;;,
47;230;211;136;b_mx_23_tulum;x;;;;;;;;;;;;;;;;;;;,
48;246;125;35;b_ca_nb_saint_l_onard;x;;;;;;;;;;;;;;;;;;;,
49;208;138;25;b_us_me_ashland;x;;;;;;;;;;;;;;;;;;;,
50;240;136;26;b_us_me_presque_isle;x;;;;;;;;;;;;;;;;;;;,
51;226;111;145;b_ca_bc_gibsons;x;;;;;;;;;;;;;;;;;;;,
52;234;93;143;b_ca_bc_gillies_bay;x;;;;;;;;;;;;;;;;;;;,
53;245;81;113;b_ca_bc_powell_river;x;;;;;;;;;;;;;;;;;;;,
54;234;193;107;b_ar_16_el_juncal;x;;;;;;;;;;;;;;;;;;;,
55;234;185;65;b_ar_16_general_liborio_bernal;x;;;;;;;;;;;;;;;;;;;,
56;211;173;118;b_ar_16_cubanea;x;;;;;;;;;;;;;;;;;;;,
57;242;168;77;b_ar_16_general_lorenzo_vintter;x;;;;;;;;;;;;;;;;;;;,
58;220;160;110;b_ar_16_general_conesa;x;;;;;;;;;;;;;;;;;;;,
59;218;119;134;b_cl_10_puesto_penitente;x;;;;;;;;;;;;;;;;;;;,
60;255;116;101;b_ar_20__de_noviembre;x;;;;;;;;;;;;;;;;;;;,
61;226;137;115;b_ar_20_la_sof_a;x;;;;;;;;;;;;;;;;;;;,
62;211;95;30;b_ar_20_esperanza;x;;;;;;;;;;;;;;;;;;;,
63;231;107;49;b_ar_20_el_cerrito;x;;;;;;;;;;;;;;;;;;;,
64;221;137;54;b_ar_20_cancha_carrera;x;;;;;;;;;;;;;;;;;;;,
65;242;95;29;b_ar_01_claraz;x;;;;;;;;;;;;;;;;;;;,
66;248;86;46;b_ar_01_cristiano_muerto;x;;;;;;;;;;;;;;;;;;;,
67;252;27;71;b_ar_01_balneario_los_angles;x;;;;;;;;;;;;;;;;;;;,
68;243;71;52;b_us_mn_willmar;x;;;;;;;;;;;;;;;;;;;,
69;235;107;54;b_us_mn_montevideo;x;
70;255;60;65;b_us_mn_olivia;x;;;;;;;;;;;;;;;;;;;,
71;203;117;28;b_ca_ab_cline_river;x;;;;;;;;;;;;;;;;;;;,
72;234;142;38;b_ca_ab_banff;x;;;;;;;;;;;;;;;;;;;,
73;242;134;51;b_ca_ab_canmore;x;;;;;;;;;;;;;;;;;;;,
74;247;97;0;b_ca_bc_sparwood;x;;;;;;;;;;;;;;;;;;;,
75;223;93;49;b_ca_bc_cranbrook;x;;;;;;;;;;;;;;;;;;;,
76;255;72;29;b_ca_bc_canal_flats;x;;;;;;;;;;;;;;;;;;;,
77;222;66;14;b_ca_bc_kimberley;x;;;;;;;;;;;;;;;;;;;,
78;255;50;8;b_ca_bc_fernie;x;;;;;;;;;;;;;;;;;;;,
79;247;231;255;b_us_tx_alpine;x;;;;;;;;;;;;;;;;;;;,
80;211;217;250;b_us_tx_study_butte;x;;;;;;;;;;;;;;;;;;;,
81;206;195;255;b_us_tx_marfa;x;;;;;;;;;;;;;;;;;;;,
82;255;234;128;b_us_ct_danbury;x;;;;;;;;;;;;;;;;;;;,
83;233;216;131;b_us_ct_stamford;x;;;;;;;;;;;;;;;;;;;,
84;242;174;122;b_us_ct_bridgeport;x;;;;;;;;;;;;;;;;;;;,
85;232;242;95;b_bo_04_santiago_de_machaca;x;;;;;;;;;;;;;;;;;;;,
86;227;220;136;b_bo_04_achavico;x;;;;;;;;;;;;;;;;;;;,
87;255;216;110;b_bo_04_jes_s_de_machaca;x;;;;;;;;;;;;;;;;;;;,
88;221;182;108;b_bo_04_san_andr_s_de_machaca;x;;;;;;;;;;;;;;;;;;;,
89;243;211;20;b_br_23_fazenda_colorado;x;;;;;;;;;;;;;;;;;;;,
90;254;209;62;b_br_23_cruz_alta;x;;;;;;;;;;;;;;;;;;;,
91;234;206;84;b_br_23_santa_l_cia;x;;;;;;;;;;;;;;;;;;;,
92;244;211;74;b_br_23_tabajara;x;;;;;;;;;;;;;;;;;;;,
93;254;194;94;b_us_ny_islip;x;;;;;;;;;;;;;;;;;;;,
94;228;179;92;b_us_ny_hempstead;x;;;;;;;;;;;;;;;;;;;,
95;248;175;143;b_us_ny_oyster_bay;x;;;;;;;;;;;;;;;;;;;,
96;255;198;185;b_ve_18_bruzual;x;;;;;;;;;;;;;;;;;;;,
97;237;197;180;b_ve_18_acarigua;x;;;;;;;;;;;;;;;;;;;,
98;255;158;216;b_ve_18_las_zanjas;x;;;;;;;;;;;;;;;;;;;,
99;245;180;200;b_ve_18_yauno;x;;;;;;;;;;;;;;;;;;;,
100;243;129;51;b_dm_roseau;x;;;;;;;;;;;;;;;;;;;,
101;212;188;7;b_us_ne_scottsbluff;x;;;;;;;;;;;;;;;;;;;,
102;208;187;0;b_us_ne_oshkosh;x;;;;;;;;;;;;;;;;;;;,
103;223;179;38;b_us_ne_alliance;x;;;;;;;;;;;;;;;;;;;,
104;224;129;0;b_us_ne_sidney;x;;;;;;;;;;;;;;;;;;;,
105;246;123;10;b_mx_15_de_bravo;x;;;;;;;;;;;;;;;;;;;,
106;245;116;20;b_mx_15_palmar_chico;x;;;;;;;;;;;;;;;;;;;,
107;209;181;34;b_mx_15_luvianos;x;;;;;;;;;;;;;;;;;;;,
108;255;166;44;b_mx_15_coatepec_harinas;x;;;;;;;;;;;;;;;;;;;,
109;210;144;25;b_mx_15_tejupilco_de_hidalgo;x;;;;;;;;;;;;;;;;;;;,
110;255;169;25;b_us_mi_allegan;x;;;;;;;;;;;;;;;;;;;,
111;203;162;30;b_us_mi_benton_harbor;x;;;;;;;;;;;;;;;;;;;,
112;234;155;52;b_us_mi_dowagiac;x;;;;;;;;;;;;;;;;;;;,
113;229;112;45;b_ca_bc_wonowon;x;;;;;;;;;;;;;;;;;;;,
114;206;137;33;b_ca_bc_lynx_creek;x;;;;;;;;;;;;;;;;;;;,
115;254;165;37;b_ca_bc_fort_st_john;x;;;;;;;;;;;;;;;;;;;,
116;208;143;73;b_ca_bc_osborn;x;;;;;;;;;;;;;;;;;;;,
117;240;138;72;b_ca_ab_worsley;x;;;;;;;;;;;;;;;;;;;,
118;204;136;81;b_ca_bc_peejay;x;;;;;;;;;;;;;;;;;;;,
119;228;122;46;b_br_08_castelo;x;;;;;;;;;;;;;;;;;;;,
120;253;106;73;b_br_08_cachoeiro_de_itapemirim;x;;;;;;;;;;;;;;;;;;;,
121;223;167;97;b_br_08_mimoso_do_sul;x;;;;;;;;;;;;;;;;;;;,
122;221;124;57;b_mx_28_tula;x;;;;;;;;;;;;;;;;;;;,
123;255;117;110;b_mx_28_ocampo;x;;;;;;;;;;;;;;;;;;;,
124;224;135;47;b_mx_28_jaumave;x;;;;;;;;;;;;;;;;;;;,
125;230;96;96;b_br_16_ana;x;;;;;;;;;;;;;;;;;;;,
126;228;84;123;b_br_16_juruti;x;;;;;;;;;;;;;;;;;;;,
127;207;56;96;b_br_16_catauara;x;;;;;;;;;;;;;;;;;;;,
128;255;52;145;b_br_16_cachoeira_do_aru_;x;;;;;;;;;;;;;;;;;;;,
129;236;47;92;b_br_16_itaituba;x;;;;;;;;;;;;;;;;;;;,
130;255;43;138;b_br_04_aldeia_santa_maria;x;;;;;;;;;;;;;;;;;;;,
131;255;35;112;b_us_co_dove_creek;x;;;;;;;;;;;;;;;;;;;,
132;205;52;121;b_us_co_telluride;x;;;;;;;;;;;;;;;;;;;,
133;247;76;15;b_ar_05_mar_a;x;;;;;;;;;;;;;;;;;;;,
134;227;83;8;b_ar_05_nueva;x;;;;;;;;;;;;;;;;;;;,
135;240;24;36;b_ar_05_james_craik;x;;;;;;;;;;;;;;;;;;;,
136;240;71;69;b_ar_15_pic_n_leuf_;x;;;;;;;;;;;;;;;;;;;,
137;198;18;58;b_ar_15_zapala;x;;;;;;;;;;;;;;;;;;;,
138;207;3;78;b_ar_15_la_picaza;x;;;;;;;;;;;;;;;;;;;,
139;210;247;255;b_us_tx_odessa;x;;;;;;;;;;;;;;;;;;;,
140;216;224;255;b_us_tx_crane;x;;;;;;;;;;;;;;;;;;;,
141;250;201;243;b_us_tx_monahans;x;;;;;;;;;;;;;;;;;;;,
142;196;194;225;b_us_tx_kermit;x;;;;;;;;;;;;;;;;;;;,
